COUNTRY,CUISINES,RESTAURANT COUNTS
Qatar,British,1
Qatar,Turkish,3
Qatar,Pakistani,1
Qatar,Portuguese,1
Qatar,Kerala,2
Qatar,Healthy Food,2
Qatar,Fast Food,1
Qatar,Street Food,1
Qatar,Asian,1
Qatar,Indian,9
Qatar,European,2
Qatar,Finger Food,2
Qatar,French,1
Qatar,Hyderabadi,1
Qatar,Desserts,4
Qatar,Tex-Mex,1
Qatar,Cafe,3
Qatar,Seafood,3
Qatar,Japanese,3
Qatar,Bakery,3
Qatar,Mughlai,1
